"subn","word1","word2","points","value","trial","list","jol","jolrt","jolrank","jolrankp","practice","honor","choice","choicert","restudyresp","restudyacc","restudyrtfirst","restudyrt","response","testacc","rtfirst","rt"
"5893","anger","decay",1,0,12,1,15,1.97,11,0.305555555555556,0,1,0,0.699,"",NA,NA,NA,"decay",1,4.213,"6.205"
"5893","want","ascent",10,1,29,1,9,3.916,1,0.0277777777777778,0,1,0,-99,"",NA,NA,NA,"need",0,14.145,"15.845"
"5893","capital","figure",3,0,14,1,74,2.243,26,0.722222222222222,1,1,1,2.074,"figure",1,NA,8.003,"person",0,11.742,"19.211"
"5976","prison","loaf",3,0,7,1,4,1.811,25,0.694444444444444,1,0,0,1.414,"walkway",0,NA,20.165,"walkway",0,3.142,"5.139"
"5976","plant","worm",1,0,20,1,2,1.979,13,0.361111111111111,1,0,0,1.114,"rock",0,NA,9.356,"glue",0,11.041,"12.693"
"5976","date","laugh",12,1,32,1,42,2.649,33,0.916666666666667,0,0,1,1.065,"",NA,NA,NA,"laugh",1,5.806,"7.794"
"5976","bacon","feud",3,0,31,1,7,1.386,11,0.305555555555556,1,0,0,1.219,"link",0,NA,4.767,"pork",0,9.52,"10.895"
"5976","shrink","mafia",10,1,15,1,41,3.196,8,0.222222222222222,0,0,1,1.211,"",NA,NA,NA,"mafia",1,45.651,"63.378"
"5976","find","clown",2,0,12,1,5,1.439,36,1,1,0,0,1.483,"fluid",0,NA,8.723,"joker",0,6.779,"7.959"
"5976","knock","otter",12,1,25,1,39,4.281,31,0.861111111111111,0,0,1,2.523,"",NA,NA,NA,"otter",1,9.137,"10.161"
"5976","climax","saucer",11,1,13,1,42,5.878,24,0.666666666666667,0,0,1,1.182,"",NA,NA,NA,"saucer",1,3.32,"5.515"
"5976","pea","bathtub",12,1,3,1,41,4.039,30,0.833333333333333,0,0,1,3.039,"",NA,NA,NA,"bathtub",1,6.337,"11.538"
"5976","calf","annoy",2,0,14,1,6,1.923,35,0.972222222222222,1,0,0,4.121,"mill",0,NA,10.138,"rock",0,7.095,"8.451"
"5976","bleach","ruin",10,1,28,1,39,4.558,21,0.583333333333333,0,0,1,10.907,"",NA,NA,NA,"ruin",1,4.89,"6.96"
"5976","anger","decay",1,0,17,1,1,1.996,17,0.472222222222222,1,0,0,2.285,"pill",0,NA,8.673,"grip",0,12.457,"13.579"
"5976","need","faucet",11,1,33,1,44,3.36,34,0.944444444444444,0,0,1,1.317,"",NA,NA,NA,"faucet",1,7.527,"9.019"
"5976","biology","temper",2,0,8,1,6,1.465,12,0.333333333333333,1,0,0,1.312,"ten",0,NA,10.192,"skip",0,6.742,"8.132"
"5976","link","crisis",12,1,4,1,37,3.566,32,0.888888888888889,0,0,1,1.161,"",NA,NA,NA,"crisis",1,5.486,"6.866"
"5976","caring","skirt",1,0,30,1,17,1.345,4,0.111111111111111,1,0,0,3.674,"glue",0,NA,4.174,"glue",0,11.787,"12.942"
"5976","chicken","beet",1,0,23,1,1,1.884,14,0.388888888888889,1,0,0,2.123,"pea",0,NA,9.259,"emperor",0,11.007,"16.719"
"5976","mill","feast",12,1,34,1,31,3.821,29,0.805555555555556,0,0,1,1.004,"",NA,NA,NA,"feast",1,5.829,"7.371"
"5976","port","cinema",2,0,36,1,1,3.038,22,0.611111111111111,1,0,0,1.067,"roach",0,NA,17.491,"emperor",0,6.914,"8.24"
"5976","grip","beach",12,1,5,1,15,1.81,2,0.0555555555555556,0,0,1,9.736,"",NA,NA,NA,"beach",1,2.088,"3.395"
"5976","want","ascent",10,1,10,1,44,3.015,19,0.527777777777778,0,0,1,1.081,"",NA,NA,NA,"ascent",1,2.743,"5.64"
"5976","copy","bedroom",3,0,24,1,3,1.847,23,0.638888888888889,1,0,0,1.8,"pick",0,NA,8.952,"skip",0,10.345,"12.81"
"5976","bias","sirloin",1,0,29,1,4,5.396,18,0.5,1,0,0,3.833,"ruin",0,NA,9.757,"skip",0,3.965,"5.359"
"5976","smother","surgery",3,0,11,1,2,1.528,9,0.25,1,0,0,0.744,"laugh",0,NA,15.046,"skip",0,5.971,"8.455"
"5976","fan","feature",1,0,16,1,2,1.405,28,0.777777777777778,1,0,0,2.371,"feature",1,NA,14.414,"feature",1,3.18,"4.739"
"5976","replace","roach",11,1,22,1,41,1.929,20,0.555555555555556,0,0,1,1.633,"",NA,NA,NA,"roach",1,2.445,"3.899"
"5976","capital","figure",3,0,9,1,11,3.199,1,0.0277777777777778,1,0,0,-99,"red",0,NA,15.546,"skip",0,2.532,"3.617"
"5976","visit","glove",2,0,19,1,4,1.756,16,0.444444444444444,1,0,0,0.888,"rest",0,NA,9.685,"biology",0,27.162,"30.666"
"5976","fee","chowder",3,0,18,1,4,2.071,7,0.194444444444444,1,0,0,0.781,"green",0,NA,4.335,"pea",0,5.544,"6.328"
"5976","nerve","bumper",11,1,26,1,41,1.432,15,0.416666666666667,0,0,1,1.606,"",NA,NA,NA,"rock",0,5.435,"6.826"
"5976","glue","force",11,1,27,1,38,4.958,27,0.75,0,0,1,1.101,"",NA,NA,NA,"force",1,4.403,"6.767"
"5976","remind","foam",2,0,2,1,4,1.756,10,0.277777777777778,1,0,0,0.819,"rewind",0,NA,14.074,"skip",0,7.655,"8.849"
"5976","bullet","walkway",11,1,21,1,37,3.73,6,0.166666666666667,0,0,1,1.219,"",NA,NA,NA,"skip",0,11.359,"12.477"
"5976","process","joker",10,1,6,1,31,5.407,26,0.722222222222222,0,0,1,1.079,"",NA,NA,NA,"joker",1,4.39,"6.165"
"5976","rock","milk",10,1,1,1,28,3.553,5,0.138888888888889,0,0,1,5.995,"",NA,NA,NA,"milk",1,28.111,"29.614"
"5976","pork","emperor",10,1,35,1,24,2.218,3,0.0833333333333333,0,0,1,0.883,"",NA,NA,NA,"emperor",1,39.905,"42.519"
"6156","glue","force",11,1,9,1,86,2.976,2,0.0555555555555556,0,0,1,3.709,"",NA,NA,NA,"force",1,14.65,"17.536"
"6156","calf","annoy",2,0,14,1,48,1.498,30,0.833333333333333,1,0,0,2.258,"annoy",1,NA,7.365,"annoy",1,12.752,"13.857"
"6156","link","crisis",12,1,2,1,77,7.501,25,0.694444444444444,0,0,1,1.406,"",NA,NA,NA,"crisis",1,18.017,"19.23"
"6156","bias","sirloin",1,0,31,1,77,2.07,5,0.138888888888889,0,0,1,1.603,"",NA,NA,NA,"sirloin",1,18.114,"19.701"
"6156","shrink","mafia",10,1,21,1,100,11.23,12,0.333333333333333,0,0,1,2.466,"",NA,NA,NA,"mafia",1,10.478,"11.625"
"6156","pork","emperor",10,1,32,1,1,7.746,17,0.472222222222222,1,0,0,0.914,"emperor",1,NA,6.576,"emperor",1,14.416,"15.647"
"6156","grip","beach",12,1,25,1,100,10.52,8,0.222222222222222,0,0,1,4.334,"",NA,NA,NA,"beach",1,9.345,"10.332"
"6156","mill","feast",12,1,19,1,77,9.45,26,0.722222222222222,0,0,1,0.802,"",NA,NA,NA,"feast",1,4.355,"5.249"
"6156","visit","glove",2,0,28,1,100,8.715,10,0.277777777777778,0,0,1,1.254,"",NA,NA,NA,"replacec",0,28.307,"29.802"
"6156","fan","feature",1,0,8,1,33,8.166,22,0.611111111111111,1,0,0,1.857,"feature",1,NA,4.456,"feature",1,18.402,"19.639"
"6156","need","faucet",11,1,4,1,100,8.865,24,0.666666666666667,0,0,1,2.642,"",NA,NA,NA,"bias",0,6.407,"7.672"
"6156","biology","temper",2,0,17,1,14,9.57,1,0.0277777777777778,1,0,0,-99,"fee",0,NA,2.176,"nerve",0,4.783,"6.043"
"6156","bullet","walkway",11,1,13,1,35,3.467,4,0.111111111111111,1,0,0,1.043,"process",0,NA,9.401,"walkway",1,7.567,"10.12"
"6156","bleach","ruin",10,1,11,1,83,8.64,13,0.361111111111111,0,0,1,0.942,"",NA,NA,NA,"ruin",1,19.652,"22.424"
"6156","rock","milk",10,1,30,1,20,5.017,32,0.888888888888889,1,0,0,1.182,"mill",0,NA,7.188,"pea",0,10.359,"11.975"
"6156","smother","surgery",3,0,15,1,75,11.481,23,0.638888888888889,1,0,0,1.166,"surgery",1,NA,7.022,"night",0,2.184,"3.018"
"6156","port","cinema",2,0,24,1,100,14.005,7,0.194444444444444,0,0,1,16.992,"",NA,NA,NA,"chop",0,1.882,"3.023"
"6156","find","clown",2,0,34,1,51,8.377,36,1,1,0,0,1.811,"clown",1,NA,11.864,"needle",0,2.036,"3.397"
"6156","prison","loaf",3,0,3,1,100,7.681,11,0.305555555555556,0,0,1,1.069,"",NA,NA,NA,"loaf",1,8.14,"9.407"
"6156","remind","foam",2,0,1,1,30,3.261,6,0.166666666666667,0,0,1,1.923,"",NA,NA,NA,"next",0,3.409,"4.355"
"6156","want","ascent",10,1,5,1,89,2.414,3,0.0833333333333333,0,0,1,4.478,"",NA,NA,NA,"mill",0,2.819,"8.504"
"6156","process","joker",10,1,35,1,100,7.602,14,0.388888888888889,0,0,1,1.038,"",NA,NA,NA,"joker",1,13.317,"16.738"
"6156","date","laugh",12,1,36,1,79,8.278,20,0.555555555555556,0,0,1,1.039,"",NA,NA,NA,"laugh",1,18.757,"19.661"
"6156","copy","bedroom",3,0,33,1,83,8.526,28,0.777777777777778,0,0,1,1.827,"",NA,NA,NA,"paste",0,2.154,"6.291"
"6156","knock","otter",12,1,29,1,61,6.763,34,0.944444444444444,1,0,0,1.098,"otter",1,NA,8.703,"otter",1,6.53,"7.835"
"6156","anger","decay",1,0,6,1,30,7.199,35,0.972222222222222,1,0,0,1.009,"decay",1,NA,22.95,"need",0,12.964,"14.519"
"6156","caring","skirt",1,0,22,1,24,7.206,21,0.583333333333333,1,0,0,2.594,"skirt",1,NA,8.586,"chowder",0,16.795,"19.598"
"6156","nerve","bumper",11,1,12,1,79,7.908,33,0.916666666666667,1,0,0,7.026,"bumper",1,NA,6.457,"bumper",1,20.213,"21.412"
"6156","capital","figure",3,0,26,1,38,12.669,29,0.805555555555556,1,0,0,0.739,"emperor",0,NA,16.065,"figure",1,9.24,"13.945"
"6156","bacon","feud",3,0,23,1,20,8.4,19,0.527777777777778,1,0,0,1.016,"fuel",0,NA,11.353,"feud",1,6.393,"7.685"
"6156","chicken","beet",1,0,7,1,22,5.466,31,0.861111111111111,1,0,0,1.078,"beef",0,NA,2.983,"beef",0,1.59,"2.481"
"6156","plant","worm",1,0,20,1,49,8.57,18,0.5,1,0,0,1.376,"worm",1,NA,10.727,"worm",1,14.901,"15.67"
"6156","replace","roach",11,1,16,1,76,9.901,16,0.444444444444444,1,0,0,1.066,"roach",1,NA,6.402,"sp",0,2.586,"e"
"6156","fee","chowder",3,0,10,1,49,10.3,15,0.416666666666667,1,0,0,1.138,"chowder",1,NA,5.108,"dirt",0,2.022,"5.435"
"6156","climax","saucer",11,1,18,1,100,11.574,9,0.25,0,0,1,1.167,"",NA,NA,NA,"saucer",1,7.976,"10.295"
"6156","pea","bathtub",12,1,27,1,100,8.985,27,0.75,0,0,1,0.802,"",NA,NA,NA,"bathtub",1,16.919,"18.552"
"6219","rock","milk",10,1,9,1,90,4.288,19,0.527777777777778,1,1,1,0.823,"milk",1,NA,2.58,"milk",1,2.429,"3.883"
"6219","mill","feast",12,1,23,1,85,3.413,7,0.194444444444444,1,1,1,0.968,"feast",1,NA,8.872,"feast",1,1.615,"2.957"
"6219","shrink","mafia",10,1,33,1,55,6.356,28,0.777777777777778,0,1,0,0.815,"",NA,NA,NA,"mafia",1,1.578,"2.593"
"6219","plant","worm",1,0,3,1,90,6.162,22,0.611111111111111,1,1,1,0.703,"worm",1,NA,3.685,"worm",1,2.176,"3.183"
"6219","climax","saucer",11,1,32,1,85,1.872,14,0.388888888888889,1,1,1,0.711,"saucer",1,NA,5.234,"saucer",1,2.464,"3.686"
"6219","process","joker",10,1,13,1,30,3.597,4,0.111111111111111,0,1,0,1.023,"",NA,NA,NA,"science",0,9.993,"11.638"
"6219","need","faucet",11,1,29,1,35,3.586,35,0.972222222222222,1,1,1,0.72,"faucet",1,NA,4.342,"faucet",1,9.169,"11.99"
"6219","remind","foam",2,0,2,1,20,2.236,29,0.805555555555556,0,1,0,0.727,"",NA,NA,NA,"water ",0,8.982,"24.571"
"6219","port","cinema",2,0,36,1,25,2.014,16,0.444444444444444,0,1,0,1.096,"",NA,NA,NA,"computer",0,3.6,"8.046"
"6219","pea","bathtub",12,1,26,1,95,2.682,32,0.888888888888889,1,1,1,0.712,"bathtub",1,NA,11.937,"bathtub",1,1.936,"4.454"
"6219","copy","bedroom",3,0,12,1,20,9.142,1,0.0277777777777778,0,1,0,-99,"",NA,NA,NA,"time",0,14.914,"15.942"
"6219","prison","loaf",3,0,30,1,95,2.471,17,0.472222222222222,1,1,1,0.871,"loaf",1,NA,2.343,"loaf",1,2.32,"3.39"
"6219","bullet","walkway",11,1,19,1,30,3.628,26,0.722222222222222,0,1,0,1,"",NA,NA,NA,"walkway",1,1.423,"7.274"
"6219","bleach","ruin",10,1,7,1,70,2.776,11,0.305555555555556,1,1,1,0.927,"ruin",1,NA,3.102,"ruin",1,1.175,"2.999"
"6219","chicken","beet",1,0,18,1,90,1.534,20,0.555555555555556,1,1,1,0.871,"beet",1,NA,2.941,"beet",1,2.094,"3.735"
"6219","want","ascent",10,1,17,1,15,4.03,10,0.277777777777778,0,1,0,0.703,"",NA,NA,NA,"t",0,11.841,"14.535"
"6219","caring","skirt",1,0,31,1,25,3.714,18,0.5,0,1,0,1.191,"",NA,NA,NA,"desire",0,14.24,"17.671"
"6219","replace","roach",11,1,11,1,95,2.096,8,0.222222222222222,1,1,1,0.8,"roach",1,NA,2.426,"roach",1,1.831,"3.311"
"6219","link","crisis",12,1,8,1,35,4.78,15,0.416666666666667,0,1,0,0.847,"",NA,NA,NA,"cable",0,2.966,"6.158"
"6219","fee","chowder",3,0,28,1,65,5.514,9,0.25,1,1,1,1.2,"chowder",1,NA,9.385,"liver",0,32.345,"34.077"
"6219","smother","surgery",3,0,34,1,90,4.899,24,0.666666666666667,1,1,1,0.832,"surgery",1,NA,2.947,"surgery",1,1.161,"2.768"
"6219","pork","emperor",10,1,20,1,80,2.602,27,0.75,1,1,1,0.727,"emperor",1,NA,7.094,"emperor",1,1.416,"2.951"
"6219","biology","temper",2,0,24,1,30,2.219,23,0.638888888888889,0,1,0,1.088,"",NA,NA,NA,"time",0,8.305,"10.175"
"6219","find","clown",2,0,5,1,25,3.225,2,0.0555555555555556,0,1,0,5.159,"",NA,NA,NA,"a",0,19.129,"21.583"
"6219","glue","force",11,1,15,1,80,3.435,6,0.166666666666667,1,1,1,0.792,"force",1,NA,5.095,"leaf",0,20.137,"21.344"
"6219","bacon","feud",3,0,25,1,40,3.252,30,0.833333333333333,0,1,0,0.968,"",NA,NA,NA,"port",0,8.064,"14.246"
"6219","calf","annoy",2,0,10,1,25,2.146,34,0.944444444444444,0,1,0,0.792,"",NA,NA,NA,"time",0,6.76,"7.589"
"6219","nerve","bumper",11,1,1,1,25,3.259,33,0.916666666666667,0,1,0,0.735,"",NA,NA,NA,"knife",0,8.778,"10.928"
"6219","visit","glove",2,0,21,1,15,4.24,31,0.861111111111111,0,1,0,0.608,"",NA,NA,NA,"angry",0,3.239,"4.83"
"6219","bias","sirloin",1,0,6,1,30,2.316,5,0.138888888888889,0,1,0,0.75,"",NA,NA,NA,"speed",0,4.793,"7.302"
"6219","knock","otter",12,1,16,1,85,2.817,21,0.583333333333333,1,1,1,0.623,"otter",1,NA,4.776,"otter",1,1.222,"2.271"
"6219","fan","feature",1,0,14,1,50,3.324,36,1,1,1,1,1.064,"feature",1,NA,3.026,"feature",1,2.225,"4.439"
"6219","anger","decay",1,0,4,1,15,3.015,12,0.333333333333333,0,1,0,1.087,"",NA,NA,NA,"beat",0,4.335,"5.014"
"6219","capital","figure",3,0,22,1,25,2.011,13,0.361111111111111,0,1,0,0.791,"",NA,NA,NA,"important",0,3.756,"6.268"
"6219","grip","beach",12,1,35,1,80,6.258,3,0.0833333333333333,1,1,1,1.016,"beach",1,NA,2.241,"beach",1,1.279,"2.294"
"6219","date","laugh",12,1,27,1,80,3.604,25,0.694444444444444,1,1,1,0.728,"laugh",1,NA,2.759,"funny",0,1.775,"5.014"
"6240","bacon","feud",3,0,13,1,73,1.53,12,0.333333333333333,0,0,1,1.046,"",NA,NA,NA,"feud",1,4.022,"6.517"
"6240","chicken","beet",1,0,4,1,55,2.52,35,0.972222222222222,1,0,0,1.078,"beet",1,NA,32.419,"beet",1,21.96,"25.503"
"6240","knock","otter",12,1,24,1,34,1.801,27,0.75,1,0,0,0.912,"otter",1,NA,35.847,"otter",1,37.008,"40.631"
"6240","date","laugh",12,1,2,1,60,1.402,36,1,1,0,0,1.038,"laugh",1,NA,22.191,"laugh",1,29.161,"32.744"
"6240","bleach","ruin",10,1,18,1,91,2.676,30,0.833333333333333,0,0,1,0.934,"",NA,NA,NA,"ruin",1,6.288,"8.736"
"6240","bias","sirloin",1,0,11,1,49,2.073,29,0.805555555555556,0,0,1,0.958,"",NA,NA,NA,"sirloin",1,24.011,"26.768"
"6240","find","clown",2,0,19,1,67,1.803,19,0.527777777777778,0,0,1,1.045,"",NA,NA,NA,"clown",1,14.764,"17.032"
"6240","visit","glove",2,0,20,1,66,1.354,20,0.555555555555556,0,0,1,1.054,"",NA,NA,NA,"gloves",0,7.016,"9.984"
"6240","anger","decay",1,0,35,1,44,1.858,14,0.388888888888889,1,0,0,1.398,"decay ",0,NA,85.677,"decay",1,19.347,"21.993"
"6240","copy","bedroom",3,0,14,1,49,3.075,15,0.416666666666667,1,0,0,1.166,"bed",0,NA,31.556,"bedroom ",0,29.826,"41.694"
"6240","need","faucet",11,1,15,1,73,1.689,13,0.361111111111111,0,0,1,1.294,"",NA,NA,NA,"faucet ",0,13.634,"16.543"
"6240","bullet","walkway",11,1,1,1,42,1.728,34,0.944444444444444,1,0,0,1.39,"walkway",1,NA,11.35,"walkway ",0,39.369,"43.808"
"6240","fan","feature",1,0,16,1,51,2.666,9,0.25,0,0,1,1.319,"",NA,NA,NA,"feature",1,30.369,"33.039"
"6240","replace","roach",11,1,3,1,58,3.945,2,0.0555555555555556,0,0,1,6.382,"",NA,NA,NA,"roach",1,24.567,"28.294"
"6240","biology","temper",2,0,5,1,42,1.559,32,0.888888888888889,1,0,0,1.11,"temper",1,NA,6.774,"temper ",0,14.496,"20.008"
"6240","remind","foam",2,0,32,1,46,4,6,0.166666666666667,1,0,0,1.295,"foam",1,NA,19.542,"foam",1,7.24,"9.047"
"6240","port","cinema",2,0,9,1,50,6.225,1,0.0277777777777778,0,0,1,-99,"",NA,NA,NA,"cinema",1,28.04,"30.279"
"6240","process","joker",10,1,30,1,37,1.53,18,0.5,1,0,0,1.006,"joke",0,NA,30.3,"jokes",0,55.376,"61.095"
"6240","fee","chowder",3,0,26,1,58,1.792,23,0.638888888888889,0,0,1,1.358,"",NA,NA,NA,"chowder",1,18.203,"21.223"
"6240","pea","bathtub",12,1,23,1,47,2.528,7,0.194444444444444,1,0,0,1.023,"bathtub",1,NA,34.655,"bathtub",1,45.153,"49.76"
"6240","caring","skirt",1,0,25,1,59,1.562,17,0.472222222222222,0,0,1,0.871,"",NA,NA,NA,"skirt ",0,20.115,"22.664"
"6240","link","crisis",12,1,6,1,36,1.84,33,0.916666666666667,1,0,0,0.839,"crisis",1,NA,53.055,"crisis",1,17.043,"19.639"
"6240","want","ascent",10,1,28,1,46,1.859,31,0.861111111111111,1,0,0,0.862,"need",0,NA,20.657,"accent ",0,40.218,"42.824"
"6240","calf","annoy",2,0,33,1,45,1.777,25,0.694444444444444,1,0,0,0.822,"annoy",1,NA,42.173,"annoy",1,31.465,"34.071"
"6240","climax","saucer",11,1,27,1,59,2.448,16,0.444444444444444,0,0,1,1.255,"",NA,NA,NA,"saucer ",0,32.986,"35.743"
"6240","capital","figure",3,0,21,1,61,1.898,24,0.666666666666667,0,0,1,0.822,"",NA,NA,NA,"figure",1,24.111,"26.134"
"6240","plant","worm",1,0,31,1,85,1.833,28,0.777777777777778,0,0,1,1.063,"",NA,NA,NA,"worm",1,36.13,"39.088"
"6240","grip","beach",12,1,8,1,43,1.927,10,0.277777777777778,1,0,0,1.063,"beach",1,NA,15.791,"beach",1,6.616,"9.695"
"6240","glue","force",11,1,29,1,68,2.329,3,0.0833333333333333,0,0,1,1.784,"",NA,NA,NA,"force",1,12.16,"15.655"
"6240","mill","feast",12,1,10,1,80,1.888,8,0.222222222222222,0,0,1,0.999,"",NA,NA,NA,"feast",1,4.824,"11.639"
"6240","pork","emperor",10,1,22,1,38,2.071,26,0.722222222222222,1,0,0,0.79,"bias",0,NA,7.921,"emporer",0,25.316,"30.479"
"6240","prison","loaf",3,0,17,1,76,1.683,5,0.138888888888889,0,0,1,4.372,"",NA,NA,NA,"loaf",1,36.858,"42.466"
"6240","shrink","mafia",10,1,36,1,36,2.12,11,0.305555555555556,1,0,0,0.958,"mafia",1,NA,15.695,"mafia ",0,24.262,"28.707"
"6240","rock","milk",10,1,7,1,34,2.018,21,0.583333333333333,1,0,0,1.093,"milk",1,NA,68.175,"milk",1,102.707,"106.335"
"6240","nerve","bumper",11,1,12,1,43,2.562,22,0.611111111111111,1,0,0,1.142,"bump",0,NA,69.472,"bumps",0,20.777,"25.247"
"6240","smother","surgery",3,0,34,1,68,2.073,4,0.111111111111111,0,0,1,1.415,"",NA,NA,NA,"surgery",1,27.077,"32.328"
"6397","visit","glove",2,0,30,1,10,4.916,16,0.444444444444444,1,1,1,0.771,"room",0,NA,3.481,"SKIP",0,54.657,"56.019"
"6397","climax","saucer",11,1,32,1,40,3.441,21,0.583333333333333,0,1,0,0.749,"",NA,NA,NA,"saucer",1,3.174,"6.106"
"6397","remind","foam",2,0,10,1,20,1.384,24,0.666666666666667,0,1,0,0.613,"",NA,NA,NA,"SKIP",0,1.947,"3.718"
"6397","pea","bathtub",12,1,3,1,5,2.053,27,0.75,0,1,0,0.675,"",NA,NA,NA,"SKIP",0,4.27,"5.477"
"6397","smother","surgery",3,0,20,1,40,1.758,23,0.638888888888889,0,1,0,1.209,"",NA,NA,NA,"butter",0,4.019,"5.725"
"6397","biology","temper",2,0,8,1,20,6.005,5,0.138888888888889,1,1,1,0.96,"pork",0,NA,10.389,"SKIP",0,10.277,"11.565"
"6397","copy","bedroom",3,0,12,1,20,3.443,9,0.25,1,1,1,1.778,"dance",0,NA,5.537,"SKIP",0,2.005,"4.677"
"6397","need","faucet",11,1,31,1,30,3.183,2,0.0555555555555556,1,1,1,7.617,"faucet",1,NA,5.572,"faucet",1,1.23,"2.677"
"6397","process","joker",10,1,26,1,25,8.274,8,0.222222222222222,1,1,1,0.716,"bacon",0,NA,5.716,"SKIP",0,3.851,"5.305"
"6397","knock","otter",12,1,14,1,35,1.925,12,0.333333333333333,1,1,1,0.573,"bumper",0,NA,7.461,"SKIP",0,3.326,"4.543"
"6397","bullet","walkway",11,1,5,1,1,3.85,7,0.194444444444444,1,1,1,122.5,"prison",0,NA,22.261,"entry",0,52.268,"53.539"
"6397","fan","feature",1,0,34,1,55,3.515,29,0.805555555555556,0,1,0,0.67,"",NA,NA,NA,"SKIP",0,2.405,"5.996"
"6397","want","ascent",10,1,6,1,25,3.01,19,0.527777777777778,0,1,0,28.243,"",NA,NA,NA,"ascent",1,1.121,"5.679"
"6397","rock","milk",10,1,33,1,15,1.731,20,0.555555555555556,0,1,0,1.283,"",NA,NA,NA,"SKIP",0,1.822,"6.805"
"6397","prison","loaf",3,0,1,1,55,3.551,32,0.888888888888889,0,1,0,1.092,"",NA,NA,NA,"lullaby",0,3.18,"5.271"
"6397","glue","force",11,1,35,1,70,4.06,26,0.722222222222222,0,1,0,0.684,"",NA,NA,NA,"force",1,1.437,"5.164"
"6397","fee","chowder",3,0,29,1,30,2.788,34,0.944444444444444,0,1,0,0.773,"",NA,NA,NA,"SKIP",0,3.129,"4.478"
"6397","link","crisis",12,1,21,1,10,5.902,18,0.5,1,1,1,1.869,"beet",0,NA,12.141,"SKIP",0,28.83,"30.141"
"6397","date","laugh",12,1,9,1,40,9.458,10,0.277777777777778,1,1,1,1.63,"laugh",1,NA,3.997,"SKIP",0,3.189,"4.925"
"6397","nerve","bumper",11,1,7,1,30,3.935,14,0.388888888888889,1,1,1,2.222,"bumper",1,NA,3.499,"bumper",1,1.87,"9.75"
"6397","bleach","ruin",10,1,23,1,60,5.022,36,1,0,1,0,0.862,"",NA,NA,NA,"ruin",1,2.132,"3.901"
"6397","anger","decay",1,0,28,1,15,3.341,11,0.305555555555556,1,1,1,0.875,"laugh",0,NA,3.947,"SKIP",0,1.413,"2.533"
"6397","plant","worm",1,0,15,1,70,3.041,35,0.972222222222222,0,1,0,0.749,"",NA,NA,NA,"SKIP",0,5.853,"7.244"
"6397","pork","emperor",10,1,24,1,50,2.612,13,0.361111111111111,1,1,1,1.404,"emperor",1,NA,4.472,"emperor",1,1.935,"4.453"
"6397","caring","skirt",1,0,18,1,65,2.78,33,0.916666666666667,0,1,0,0.845,"",NA,NA,NA,"SKIP",0,1.903,"4.287"
"6397","chicken","beet",1,0,11,1,25,9.256,3,0.0833333333333333,1,1,1,142.721,"beet",1,NA,3.674,"beet",1,3.214,"7.428"
"6397","shrink","mafia",10,1,17,1,20,2.465,17,0.472222222222222,1,1,1,0.71,"wrap",0,NA,4.182,"SKIP",0,17.767,"129.463"
"6397","mill","feast",12,1,16,1,30,5.738,1,0.0277777777777778,1,1,1,-99,"feast",1,NA,3.912,"feast",1,1.454,"4.23"
"6397","replace","roach",11,1,27,1,40,2.991,30,0.833333333333333,0,1,0,0.526,"",NA,NA,NA,"wrap",0,2.379,"3.613"
"6397","calf","annoy",2,0,13,1,30,2.574,4,0.111111111111111,1,1,1,1.098,"bumper",0,NA,4.442,"shrink",0,1.486,"7.846"
"6397","bias","sirloin",1,0,2,1,50,4.442,22,0.611111111111111,0,1,0,0.753,"",NA,NA,NA,"SKIP",0,1.54,"5.372"
"6397","capital","figure",3,0,36,1,15,5.616,31,0.861111111111111,0,1,0,0.724,"",NA,NA,NA,"SKIP",0,2.822,"73.5"
"6397","port","cinema",2,0,4,1,45,1.962,25,0.694444444444444,0,1,0,0.85,"",NA,NA,NA,"tower",0,9.271,"13.445"
"6397","find","clown",2,0,22,1,10,3.682,6,0.166666666666667,1,1,1,1.485,"forget",0,NA,39.217,"SKIP",0,1.74,"7.021"
"6397","bacon","feud",3,0,25,1,50,3.468,15,0.416666666666667,1,1,1,0.926,"lost",0,NA,11.678,"emperor",0,3.017,"5.74"
"6397","grip","beach",12,1,19,1,5,3.886,28,0.777777777777778,0,1,0,0.74,"",NA,NA,NA,"SKIP",0,43.276,"96.271"
"6421","replace","roach",11,1,23,1,8,2.952,36,1,0,1,0,1.298,"",NA,NA,NA,"skip",0,15.349,"17.361"
"6421","fan","feature",1,0,3,1,4,1.875,30,0.833333333333333,0,1,0,1.04,"",NA,NA,NA,"skip",0,6.772,"11.197"
"6421","plant","worm",1,0,17,1,24,6.924,2,0.0555555555555556,1,1,1,8.647,"worm",1,NA,4.338,"worm",1,3.413,"6.005"
"6421","caring","skirt",1,0,7,1,7,2.482,13,0.361111111111111,1,1,1,1.346,"choice",0,NA,4.946,"skip",0,5.815,"8.254"
"6421","pork","emperor",10,1,32,1,13,2.343,34,0.944444444444444,0,1,0,1.2,"",NA,NA,NA,"ambassador",0,5.046,"14.319"
"6421","prison","loaf",3,0,22,1,6,2.937,6,0.166666666666667,1,1,1,1.329,"cape",0,NA,5.084,"cape",0,2.666,"4.968"
"6421","anger","decay",1,0,9,1,9,2.196,33,0.916666666666667,0,1,0,1.044,"",NA,NA,NA,"tea",0,8.045,"9.917"
"6421","mill","feast",12,1,20,1,8,1.773,28,0.777777777777778,0,1,0,1.214,"",NA,NA,NA,"floss",0,4.138,"6.493"
